"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_renovated","zipcode","yr_old"
"8412",1110,4,3,3090,6600,1,0,2,3,9,1800,1290,0,98199,65
"8413",212,3,2,1690,9600,1,0,0,3,7,1210,480,0,98038,45
"8414",710,4,2,2870,11304,2,0,0,3,9,2870,0,0,98006,41
"8415",225.8,4,1,1100,7110,1,0,0,4,7,880,220,0,98030,114
"8416",520,3,2,2310,36665,1,0,NA,3,8,1580,730,0,98155,38
"8417",1295,5,4,3490,15246,1,0,1,4,10,1940,1550,0,98040,53
"8418",248,4,2,2080,13510,1,0,0,3,7,1040,1040,0,98178,71
"8419",556,4,2,2230,7200,1,0,0,4,7,1220,1010,0,98005,64
"8420",319.95,5,2,1710,11900,1,0,0,3,7,1070,640,0,98146,63
"8421",320,4,3,1640,3000,1,0,0,3,7,1000,640,0,98118,37
"8422",245,3,2,1600,2788,2,0,NA,4,7,1600,0,0,98031,29
"8423",700,3,2,2850,36585,2,0,0,3,10,2850,0,0,98072,34
"8424",628,5,3,2600,8160,2,0,0,3,8,2600,0,0,98133,6
"8425",640,3,2,1380,4800,1,0,0,3,7,1380,0,0,98199,73
"8426",420,4,2,1320,4978,1,0,0,4,7,940,380,0,98126,79
"8427",349.95,3,2,1420,1162,3,0,0,3,8,1420,0,0,98103,19
"8428",307.999,4,3,2420,8438,2,0,0,3,8,2420,0,0,98022,25
"8429",749.95,NA,3,2600,6050,2,0,0,5,8,1960,640,0,98116,72
"8430",290,2,1,840,3844,1,0,0,4,6,840,0,0,98133,102
"8431",235,3,2,1420,7920,1,0,0,4,7,1420,0,0,98092,59
"8432",225,3,1,1790,6120,1,0,0,3,6,1790,0,1964,98146,84
"8433",302.1,3,1,1790,6120,1,0,0,3,6,1790,0,1964,98146,84
"8434",520,2,1,1340,6380,1,0,0,3,7,890,NA,0,98115,82
"8435",285,2,1,1010,7200,1,0,0,3,7,1010,0,0,98155,46
"8436",525,3,2,1640,15258,1,0,0,3,8,1640,0,0,98074,40
"8437",374.9,5,3,2980,8500,1,0,0,3,8,1540,1440,0,98032,39
"8438",377.5,3,2,1370,7200,1,0,0,3,7,1130,240,1955,98125,95
"8439",587.45,3,2,2190,8775,2,0,1,4,8,2190,0,0,98125,94
"8440",245,3,2,1530,12000,1,0,NA,3,7,1070,460,0,98023,42
"8441",200,3,2,1290,5757,1,0,0,3,7,1290,0,0,98092,27
"8442",2140,4,4,5150,453895,2,0,3,3,11,4360,790,0,98053,24
"8443",607,3,2,2470,9226,2,0,0,3,9,2470,0,0,98072,30
"8444",1247,1,1,1810,5070,2,1,NA,4,8,1230,580,0,98075,54
"8445",549.95,4,2,2230,14694,1,0,0,4,7,1180,1050,0,98074,40
"8446",250,3,3,2300,7701,1,0,0,3,7,2300,0,0,98056,61
"8447",525,3,2,2030,6970,2,0,NA,4,8,2030,0,0,98029,30
"8448",440,3,2,2000,9900,1,0,2,4,8,1480,NA,0,98166,64
"8449",425,3,3,3610,NA,2,1,3,3,8,3130,480,1962,98023,103
"8450",739.9,5,2,3290,5029,2,0,0,3,8,3290,0,0,98075,17
"8451",315,3,2,1300,3731,1,0,0,3,7,900,400,0,98118,28
"8452",340,5,1,1880,3774,2,0,0,3,6,1360,520,0,98126,104
"8453",366,4,3,2170,9743,2,0,0,3,7,2170,0,0,98038,26
"8454",315,3,2,1680,7250,1,0,0,3,7,930,750,0,98133,69
"8455",299,3,2,1190,9135,1,0,0,4,7,1190,0,0,98056,62
"8456",350,2,1,940,5000,1,0,0,3,7,940,0,0,98155,71
"8457",340,2,2,1010,1461,1,0,0,3,7,670,340,0,98199,18
"8458",460,3,2,1290,8580,1,0,0,4,7,1290,0,0,98033,59
"8459",224,NA,2,1480,10588,1,0,0,3,7,1480,0,0,98002,64
"8460",140,2,1,900,6400,1,0,0,2,6,900,0,0,98118,81
"8461",246,4,2,1400,7632,2,0,0,5,6,1400,0,0,98166,91
"8462",330,3,2,2040,14071,2,0,0,3,7,2040,0,0,98019,26
"8463",306,3,1,1450,7200,1,NA,0,3,7,1010,440,0,98034,52
"8464",324.95,3,1,NA,7440,1,0,0,3,7,1210,0,0,98155,72
"8465",345,2,2,1800,26615,1,0,0,5,NA,1240,560,0,98092,34
"8466",207,3,NA,1490,8995,1,0,0,4,7,1490,0,0,98168,67
"8467",238,3,1,1240,5700,2,0,0,5,6,1240,0,0,98056,68
"8468",695,3,2,2632,18743,2,0,3,3,10,2632,0,0,98070,21
"8469",649.95,3,2,2150,15304,2,0,0,4,9,2150,0,0,98006,42
"8470",515,3,3,1710,9448,1,0,0,3,7,1010,700,0,98105,74
"8471",452,3,2,1530,5032,2,0,0,3,7,1530,0,0,98103,23
"8472",236,4,2,1630,3060,2,0,0,3,7,1630,0,0,98146,18
"8473",1285,4,4,4080,14450,2,0,2,3,12,3210,870,0,98006,23
"8474",563,3,3,2340,16500,1,0,0,4,8,1500,840,0,98075,49
"8475",410.988,3,2,1000,14061,1,0,0,4,7,1000,0,0,98072,54
"8476",339.95,0,2,2290,8319,2,0,0,3,8,2290,0,0,98042,36
"8477",1200,4,2,3180,13118,2,0,0,4,NA,3180,0,0,98040,35
"8478",340,NA,2,2170,19785,2,0,0,3,8,2170,0,0,98031,29
"8479",808.1,4,3,NA,13457,1,0,0,5,9,3020,0,0,98133,65
"8480",236,3,2,1330,6301,1,0,0,3,7,1330,0,0,98002,23
"8481",330,4,2,1720,8300,1,0,0,4,8,1720,0,0,98055,56
"8482",799.99,4,4,2540,5808,2,0,0,5,8,1820,720,1986,98117,111
"8483",240,0,2,1810,5669,2,0,0,3,7,1810,0,0,98038,18
"8484",343,3,1,1410,18600,1,0,0,5,7,1410,0,0,98059,61
"8485",332,3,2,1530,9406,1,0,0,3,7,1270,260,0,98059,28
"8486",945,5,4,4380,14925,2,0,0,3,11,4380,0,0,98075,18
"8487",239.95,3,1,1140,8366,1,0,0,5,6,1140,0,0,98058,78
"8488",674,5,2,2110,5000,2,0,0,4,7,1250,860,0,98115,75
"8489",200,3,1,1050,5000,1,0,0,4,NA,1050,0,0,98056,54
"8490",453,3,2,1600,7232,1,0,0,3,8,1600,0,0,98008,55
"8491",330,3,2,1430,8865,1,0,0,3,7,1430,0,0,98125,71
"8492",285,4,2,1996,4547,2,0,0,3,7,1996,0,0,98042,12
"8493",338,4,2,1530,8152,1,0,0,5,6,910,620,0,98155,73
"8494",264.95,2,1,1000,6000,1,0,0,3,NA,1000,0,0,98126,70
"8495",880,4,2,2530,10800,1,0,0,5,8,1350,1180,0,98040,67
"8496",209.5,3,2,970,5488,1,0,0,3,7,970,0,0,98106,45
"8497",380,4,2,2400,9398,1,0,0,4,7,1310,1090,0,98056,63
"8498",336.5,3,2,1830,12891,1,0,0,3,7,1830,0,0,98031,27
"8499",360,3,2,2130,8466,1,0,0,3,7,1290,NA,0,98055,38
"8500",911.1,4,3,3330,33826,2,0,0,5,8,3330,0,0,98155,97
"8501",249.9,2,1,560,7560,1,0,0,3,6,560,0,0,98126,77
"8502",175,4,1,1210,6250,1,0,0,3,7,1210,0,0,98168,59
"8503",549.95,3,2,2380,2500,3,0,3,3,9,2380,0,0,98126,33
"8504",225,3,2,1370,10866,1,0,0,4,6,1370,0,NA,98052,76
"8505",270,3,2,1370,10866,1,0,0,4,6,1370,0,0,98052,76
"8506",400,3,2,1740,11040,2,0,0,NA,8,1740,0,0,98028,41
"8507",299.8,2,1,790,5240,1,0,0,4,6,790,0,0,98118,96
"8508",555,3,2,2480,8676,NA,0,0,4,8,2480,0,0,98056,32
"8509",230,3,2,1920,9180,2,0,0,3,8,1920,0,0,98055,33
"8510",360,4,2,2750,6259,2,0,0,3,9,2750,0,0,98092,19
"8511",415,2,1,880,3200,1,0,0,3,7,880,0,1970,98199,111
"8512",355,4,2,2160,8000,1,0,0,4,9,NA,500,0,98023,45
"8513",635,4,2,2570,27972,2,0,0,3,8,2570,0,0,98053,24
"8514",353,5,3,2130,5000,1,0,0,5,7,1100,1030,0,98118,43
"8515",999,7,4,3150,34830,1,0,0,3,9,3150,0,2005,98007,64
"8516",265,3,2,1780,10196,1,0,0,4,7,1270,510,0,NA,54
"8517",250,4,2,1910,8250,1,0,0,4,7,1910,0,0,98008,62
"8518",225,2,1,1170,7142,1,0,0,3,7,1170,0,0,98155,70
"8519",553,2,1,900,5000,1,0,0,3,7,900,0,0,98117,77
"8520",565,5,2,2650,11455,1,0,0,3,7,1400,1250,0,98008,60
"8521",312,2,1,1170,5150,1,0,0,3,6,980,190,0,98118,114
"8522",475,3,2,2630,185130,2,0,0,3,9,2630,0,0,NA,30
"8523",320,4,3,2150,9163,1,0,0,3,8,1340,810,0,98003,29
"8524",453,3,2,1430,9583,1,0,0,4,7,1430,0,0,98034,57
"8525",320,3,1,960,6180,NA,0,0,4,6,960,0,0,98118,111
"8526",610,4,3,2640,8400,1,0,2,3,8,1440,1200,0,98144,74
"8527",385,3,2,1490,9630,1,0,0,4,8,1490,0,0,98028,62
"8528",215,3,2,1210,8075,1,0,0,4,6,1210,0,0,98001,38
"8529",215,4,2,1860,5040,2,0,0,5,8,1860,0,0,98022,101
"8530",415,3,NA,1980,4274,2,0,0,3,7,1980,0,0,98028,18
"8531",350,1,1,900,6380,1,0,0,3,6,900,0,0,98125,74
"8532",395,1,1,900,6380,1,0,0,3,6,900,0,0,98125,74
"8533",898,2,2,1490,9874,1,0,0,4,7,1490,0,0,98004,58
"8534",480,3,2,2980,7338,2,0,0,3,8,2980,0,0,98055,15
"8535",1240,3,2,2660,1973,3,0,3,3,9,1870,790,0,98119,14
"8536",599,4,2,2790,230868,2,0,0,3,8,2790,0,0,98077,32
"8537",770,NA,3,2800,9127,2,0,0,3,9,2800,0,0,98074,22
"8538",1208,3,2,1590,8520,2,0,0,4,8,1590,0,0,98004,41
"8539",1590,4,2,3240,11131,1,0,NA,4,9,2080,1160,0,98004,68
"8540",880,3,2,2130,35169,1,0,0,4,8,2130,0,0,98072,32
"8541",332,3,2,1510,7884,1,0,0,3,6,1510,0,2014,98166,79
"8542",445,3,2,1750,7200,1,0,0,3,7,1750,0,0,98008,55
"8543",849,4,3,4010,87555,2,0,0,3,10,4010,0,0,98038,17
"8544",752,4,2,1650,2970,2,0,0,3,7,1650,0,0,98102,118
"8545",450,9,8,4050,6504,2,0,0,3,7,4050,0,0,98144,25
"8546",420,3,1,1320,5500,1,0,0,3,7,1320,0,0,98116,66
"8547",330,4,2,2310,6320,2,0,0,3,8,2310,0,0,98092,24
"8548",409,3,2,1440,9065,1,0,0,4,8,1440,0,0,98133,49
"8549",350,5,2,2330,14322,1,0,0,4,NA,1180,1150,0,98059,53
"8550",570,4,2,2430,44001,1,0,0,3,8,2430,0,0,98019,27
"8551",315,3,1,1390,8333,1,0,0,3,7,1390,0,0,98155,39
"8552",224,2,1,1150,15000,1,0,0,3,6,1060,90,2013,98168,91
"8553",293.55,4,2,2120,9706,1,0,0,3,7,1370,750,0,98168,56
"8554",350,4,3,2300,3175,2,0,0,3,6,1340,960,0,98144,55
"8555",1108,4,2,3320,9380,2,0,3,3,10,3320,0,0,98006,NA
"8556",442.5,4,2,2400,7092,2,0,0,3,7,2400,0,0,98133,24
"8557",616.5,3,2,3580,118047,1,0,0,3,9,3240,340,0,98027,29
"8558",506.4,3,2,2100,9040,1,0,0,3,8,1700,400,0,98056,32
"8559",324,3,2,1550,4411,2,0,0,3,7,1550,0,0,98019,20
"8560",169,3,2,1570,6450,2,0,0,4,6,1570,0,0,98022,90
"8561",595,3,2,1480,5000,NA,0,0,4,7,750,730,0,98117,93
"8562",299.9,3,2,2720,6014,2,0,0,3,7,2720,0,0,98092,19
"8563",332,3,2,2270,8876,1,0,0,3,7,1380,890,0,NA,44
"8564",432,4,2,2410,8400,1,0,0,3,7,1600,810,0,98011,43
"8565",510,4,3,2730,9112,1,0,2,3,9,1740,NA,0,98198,25
"8566",270,3,2,1540,7739,2,0,0,4,NA,1540,0,0,98030,35
"8567",750,5,2,3120,15593,2,0,4,3,11,3120,0,0,98074,NA
"8568",509.25,2,2,1480,3120,1,0,0,3,7,930,550,2007,98105,107
"8569",189,3,1,860,5200,1,0,0,5,6,860,0,0,98042,52
"8570",726.5,4,2,2180,3893,2,0,0,3,8,2180,0,0,98117,22
"8571",287,3,2,1300,11374,2,0,0,5,7,1300,0,0,98168,88
"8572",679,4,4,3420,NA,2,0,0,3,9,3420,0,0,98010,17
"8573",316,3,2,2130,8721,1,0,0,3,8,1570,560,0,NA,34
"8574",498,4,2,2300,22445,2,0,0,4,8,2300,0,0,98014,29
"8575",448,4,2,2560,8270,1,0,0,3,7,1480,1080,0,98072,42
"8576",535,2,1,1040,5527,1,0,0,3,7,1040,0,0,NA,70
"8577",560,4,3,3080,9601,2,0,1,3,10,3080,0,NA,98003,31
"8578",437.85,4,2,2670,14255,1,0,0,4,8,1610,1060,0,98006,46
"8579",435,4,3,3270,50994,2,0,0,4,8,2720,550,0,98042,38
"8580",510,4,2,2610,8031,2,NA,0,3,8,2610,0,0,98155,23
"8581",520,3,2,2460,54885,2,NA,0,4,8,2460,0,0,98059,41
"8582",509,2,NA,1930,3521,2,0,0,3,8,1930,0,0,98007,32
"8583",575,3,1,1220,5652,1,0,0,3,6,1220,0,0,98116,116
"8584",365,4,2,2030,7210,1,0,0,5,7,1330,700,0,98059,52
"8585",795,3,2,2420,17859,1,0,1,5,9,1500,920,0,98034,42
"8586",285,3,2,1870,4060,2,0,0,3,7,1870,0,0,98042,16
"8587",955,3,2,3020,43560,2,0,0,3,10,2720,300,0,98005,52
"8588",775,4,2,2880,8400,2,0,4,NA,8,2050,830,1987,98177,66
"8589",400,4,3,1810,5012,2,0,0,4,7,1810,0,0,98108,24
"8590",570,4,2,2590,8483,2,0,0,3,9,2590,0,0,98011,NA
"8591",955.99,5,3,3830,6507,2,0,NA,3,9,3830,0,0,98053,7
"8592",1150,3,2,3250,34848,1,0,0,3,10,2260,990,0,98005,15
"8593",459.95,4,2,2760,21465,1,0,0,4,9,2120,640,0,98042,42
"8594",245,2,2,1220,8382,1,0,0,3,6,1220,0,0,98146,79
"8595",281,3,2,1280,974,3,0,0,3,7,1280,0,0,98125,18
"8596",205,3,1,770,7000,1,0,0,3,4,770,0,0,98024,79
"8597",290,3,2,1520,15090,1,0,0,4,7,1520,0,0,98038,53
"8598",635,4,2,2080,11176,1,0,0,5,8,2080,0,0,98125,67
"8599",310,1,1,570,6000,1,0,0,2,5,570,0,0,98136,103
"8600",470,4,2,1500,3659,1,0,0,3,7,830,670,NA,98122,115
"8601",600,2,2,2510,14878,2,0,NA,3,10,2510,0,0,98011,31
"8602",279,4,2,1980,10051,1,NA,0,3,7,1980,0,2003,98092,52
"8603",538.5,3,4,2500,4270,2,0,0,3,8,2500,0,0,98065,21
"8604",594.95,4,2,2720,10006,2,NA,0,3,9,2720,0,0,98074,32
"8605",533.05,2,1,910,295772,1,0,0,3,5,910,0,0,98042,68
"8606",510,3,2,1480,7040,1,0,0,3,7,1480,0,0,98033,47
"8607",360,4,2,2470,8686,1,0,0,4,7,1270,1200,NA,98058,47
"8608",435,2,1,1650,5106,1,0,0,3,7,NA,560,0,98115,61
"8609",559,3,NA,1700,6500,1,0,0,3,8,1700,0,0,98115,54
"8610",645,2,2,1995,115670,2,0,NA,4,8,1995,0,0,98070,30
"8611",340,2,1,1280,9690,1,0,0,4,6,640,640,0,98118,102
"8612",565,4,2,2980,10459,2,0,0,3,9,2980,0,0,98019,20
"8613",575.7,3,2,1730,6130,1,0,0,3,7,1480,250,0,98115,80
"8614",1010,3,3,2420,1923,2,0,2,3,10,1840,580,0,98109,15
"8615",540.5,3,2,2800,185130,1,0,0,3,8,2320,480,0,98038,25
"8616",265,5,4,1400,8580,1,0,0,5,7,NA,500,0,98188,67
"8617",699.95,4,2,2070,7830,1,0,1,5,7,1180,890,0,98125,80
"8618",355,1,2,750,20339,1,0,0,4,4,550,200,0,98059,75
"8619",381,NA,2,1460,11407,1,0,0,3,7,1460,0,0,98155,67
"8620",564,5,2,2140,8700,1,0,2,3,8,1220,920,0,98115,59
"8621",114.975,2,1,740,6250,1,0,0,3,6,740,0,0,98146,79
"8622",325,1,1,410,8636,1,0,0,2,4,410,0,0,98146,NA
"8623",299.99,2,1,1570,125452,1,0,3,4,7,1570,0,0,98022,68
"8624",751,5,3,2860,5280,2,0,0,3,NA,2860,0,0,98052,15
"8625",425,3,2,1400,6970,2,0,0,3,8,1400,0,0,98006,37
"8626",665,3,2,2700,5040,1,0,2,3,8,1560,1140,0,98144,74
"8627",833.45,5,4,4460,269345,2,0,4,3,9,3330,1130,0,98027,25
"8628",575,7,2,2670,11250,2,0,0,4,8,2320,350,0,98133,73
"8629",190,3,2,1520,9600,1,0,0,4,7,1520,0,0,98059,54
"8630",314.95,3,2,1520,9600,1,0,0,4,7,1520,0,0,98059,54
"8631",601.15,2,2,1660,5200,1,0,0,5,7,1120,540,0,98103,115
"8632",315,2,1,860,8308,1,0,0,3,7,860,0,0,98146,73
"8633",545,2,2,2340,13380,1,0,0,4,7,1280,1060,0,98146,67
"8634",565,4,2,2110,10698,2,0,0,4,8,2110,0,0,98027,42
"8635",175,3,1,1010,7034,1,0,0,3,7,1010,0,0,98055,67
"8636",530,3,2,2330,26571,2,0,0,3,8,2330,0,0,98005,34
"8637",4489,4,3,6430,27517,2,0,0,3,12,6430,0,0,98004,20
"8638",430,3,2,1610,7900,1,0,0,4,8,1310,300,0,98177,61
"8639",225,3,2,1460,8372,1,0,0,4,7,1460,0,0,98042,40
"8640",312,5,4,2900,9779,2,0,0,4,7,1950,950,0,98168,84
"8641",380,3,1,1260,7980,1,0,0,3,7,1260,0,0,98177,70
"8642",222.2,2,1,1210,10000,1,0,0,3,7,1210,NA,0,98148,68
"8643",1438.89,5,4,3420,8000,2,0,0,3,10,3420,0,0,98040,15
"8644",329.95,4,NA,2120,4558,2,0,0,3,7,2120,0,0,98038,19
"8645",995,3,2,2460,10300,1,0,0,3,10,2460,0,0,98117,29
"8646",929.95,3,4,3790,10829,2,0,0,3,11,3790,NA,0,98027,28
"8647",692,4,2,2350,9779,1,0,0,3,10,2350,0,0,98074,34
"8648",402,2,1,620,2475,1,0,0,5,6,620,0,0,98107,110
"8649",510,3,2,1920,43560,1,0,0,4,7,1340,580,0,98074,59
"8650",249,3,1,1050,8498,1,0,0,4,7,1050,0,0,98031,62
"8651",244.9,3,2,1360,9980,1,0,0,4,7,1360,0,0,98031,55
"8652",289.9,3,1,1180,7068,1,0,0,3,6,1180,0,0,98178,77
"8653",552.5,4,1,1560,7980,1,0,0,4,7,1170,390,0,98146,82
"8654",760,4,2,3300,165528,2,0,0,3,8,3300,0,0,98077,37
"8655",440,2,3,1100,1088,2,0,0,3,7,750,350,0,98102,15
"8656",286,3,2,1770,9000,1,0,NA,3,7,1090,680,0,98168,67
"8657",260,3,1,1200,4592,1,0,0,3,6,800,400,0,98106,71
"8658",355,2,2,1330,10838,2,0,0,3,8,1330,0,0,98028,36
"8659",318,3,2,1570,12506,1,0,0,4,8,1570,0,0,98003,62
"8660",255,2,1,1610,19965,1,0,0,3,7,1610,0,0,98168,69
"8661",139,3,1,1100,17334,1,0,0,3,7,1100,0,0,98001,43
"8662",485,4,2,1810,7068,2,0,0,5,7,1810,0,0,98034,45
"8663",549.95,3,2,2930,266587,2,0,0,3,8,2440,490,0,98014,NA
"8664",588,3,2,1780,4200,2,0,0,4,8,1780,0,0,98103,105
"8665",975,3,2,3050,7410,2,0,0,5,8,1950,1100,0,98115,71
"8666",402,3,2,1540,1827,2,0,0,3,8,1540,0,0,98029,16
"8667",245,3,1,1380,9875,1,0,0,3,7,1380,0,0,98168,NA
"8668",445,3,2,1890,32340,2,0,3,3,8,1890,0,0,98070,45
"8669",195,3,2,1570,8459,1,0,0,3,7,1570,0,0,98022,30
"8670",385,5,2,2540,11750,1,0,0,3,7,1480,1060,0,98155,59
"8671",450,3,2,1520,7903,1,0,0,4,7,1000,520,0,98006,66
"8672",1090,4,2,2780,NA,2,0,0,3,9,2780,0,0,98033,17
"8673",396.675,2,1,NA,6375,2,0,0,4,6,1730,0,0,98126,76
"8674",242,5,2,2340,7494,NA,0,0,3,7,1170,1170,0,98188,70
"8675",380,3,2,1300,12378,1,0,0,4,6,1300,0,0,98045,78
"8676",496,2,1,1420,4635,2,0,0,4,7,1420,0,1973,98115,80
"8677",399.95,3,2,1470,4488,2,0,NA,5,7,1470,0,0,98034,41
"8678",895,4,2,2850,8526,2,0,0,3,9,2850,0,0,98033,23
"8679",690,3,2,2360,6149,2,0,3,3,8,1560,800,1989,98136,95
"8680",270,3,2,1610,8375,2,0,0,3,7,1610,0,0,98155,94
"8681",349.9,3,2,2420,38781,1,0,0,5,7,1210,NA,0,98027,72
"8682",454.28,3,2,1470,1741,2,0,0,3,8,1170,300,0,98029,17
"8683",390,3,2,1410,26375,1,0,0,3,6,1410,0,0,98077,29
"8684",275,3,2,1840,14005,1,0,0,3,8,1840,0,0,98023,38
"8685",300,4,2,2450,8932,2,0,0,3,8,2450,0,0,98023,31
"8686",700,3,2,1500,6000,1,0,0,5,7,850,650,0,98199,81
"8687",520,3,2,2080,6609,1,0,0,3,7,1280,800,0,98115,71
"8688",715,3,2,2770,39529,2,0,0,3,9,2770,0,0,98053,34
"8689",404,3,2,2370,4324,2,0,0,3,8,2370,0,0,98038,15
"8690",490.5,3,2,3000,21883,2,0,0,3,7,1970,1030,0,98011,23
"8691",1485,6,3,4430,6440,2,0,3,3,10,2680,1750,2015,98118,57
"8692",557.8,4,2,1550,6000,1,0,0,5,7,1550,0,0,98199,77
"8693",571,4,2,2290,9900,1,0,2,4,8,1550,740,0,98166,62
"8694",410,4,2,2560,4020,2,0,0,3,9,2560,0,0,98038,15
"8695",225,3,2,1240,5506,1,0,0,4,7,1240,0,0,98118,50
"8696",700,4,2,2590,4498,2,0,NA,3,9,2590,0,0,98052,17
"8697",500,3,1,1370,3500,2,0,0,3,7,1370,0,1985,98103,116
"8698",536.5,2,2,1360,1860,1,0,0,4,7,680,680,0,98107,96
"8699",330,3,2,2060,NA,1,0,0,4,8,1600,460,0,98022,41
"8700",249.95,3,2,1120,15210,1,0,0,5,7,1120,0,0,98042,45
"8701",249,4,2,1630,8410,2,0,0,5,7,1630,0,0,98188,78
"8702",249,3,2,1590,7535,NA,0,0,5,6,1590,0,0,98032,112
"8703",780,4,2,2480,9195,1,0,0,3,7,1390,1090,0,98004,NA
"8704",1200,4,2,2700,4275,2,0,0,3,9,2700,0,0,98115,17
"8705",434.5,NA,2,1930,7210,1,0,0,3,7,1110,820,0,98072,46
"8706",590,4,2,2490,339332,1,0,0,3,8,2490,0,0,98022,19
"8707",417.2,2,1,1000,4000,1,NA,0,3,6,1000,0,0,98107,111
"8708",649.99,4,2,2130,11900,2,0,0,3,9,2130,0,0,98074,45
"8709",506,2,1,1060,3588,1,0,0,4,7,960,NA,0,98107,95
"8710",348,3,2,1730,4004,2,0,0,3,7,1730,0,0,98148,22
"8711",301,4,2,2810,6146,2,NA,0,3,9,2810,0,0,98031,23
"8712",427.55,2,1,880,4000,1,0,0,3,7,880,0,0,98117,81
"8713",361,3,1,1040,6720,2,NA,0,3,7,1040,0,0,98155,70
"8714",460,2,2,1830,8107,1,0,0,5,7,930,900,0,98125,75
"8715",958,4,4,1800,6400,2,0,2,NA,8,1800,0,2011,98112,37
"8716",445,5,2,2460,6846,2,0,0,5,7,1340,1120,0,98108,110
"8717",373,3,2,1670,3565,2,0,0,3,7,1670,0,0,98072,22
"8718",525,4,2,2660,7957,1,0,0,NA,8,1750,910,0,98011,44
"8719",364.988,3,2,2850,12593,2,0,0,3,9,2850,0,0,98023,24
"8720",324,2,1,820,8370,1,0,0,4,7,820,0,0,98177,80
"8721",625,4,3,2350,5627,1,0,0,5,8,1490,860,0,98118,61
"8722",237.5,3,2,1480,NA,1,0,0,3,7,1480,0,0,98022,41
"8723",429.3,6,2,2930,15949,1,0,0,4,8,1730,1200,0,98034,56
"8724",155,NA,1,1250,6250,1,0,0,2,7,1030,220,0,98108,72
"8725",614,4,3,2760,8160,2,0,2,4,8,1780,980,0,98177,81
"8726",650,3,2,NA,3332,2,0,0,3,9,2380,0,0,98034,7
"8727",625,3,2,1730,12219,1,0,0,4,7,1730,0,0,98004,35
"8728",587.1,3,2,1670,6414,1,0,0,4,8,NA,0,0,98117,60
"8729",380,4,NA,2150,37647,2,0,0,3,8,2150,0,0,98042,30
"8730",479.5,2,1,930,5760,1,0,0,3,6,730,200,0,98118,104
"8731",382.888,NA,1,620,2380,1,0,0,3,6,620,0,0,98115,121
"8732",540,4,4,1960,3565,2,0,0,3,7,1960,0,2003,98116,81
"8733",691,4,3,2550,8632,1,0,0,3,8,1700,850,0,98033,49
"8734",760.5,3,2,1990,3990,1,0,0,5,7,1130,860,0,98103,109
"8735",685,4,2,3550,10968,2,0,0,3,9,3550,0,0,98065,15
"8736",199.129,3,1,860,33664,1,0,0,4,6,860,0,0,98001,66
"8737",335,3,3,2031,7702,2,0,0,3,9,2031,0,0,98023,33
"8738",305.1,3,2,1590,35988,1,0,0,4,8,1590,0,0,98058,47
"8739",830,4,2,3010,12202,1,0,0,4,9,3010,0,0,98005,62
"8740",810,3,2,2610,8481,2,0,0,3,10,2610,0,0,98006,28
"8741",500,3,2,1440,15661,1,0,NA,3,8,1180,260,0,98074,33
"8742",490,3,2,1920,5405,1,0,2,NA,7,960,960,0,98126,74
"8743",490,2,2,1670,4200,2,0,0,3,7,1670,0,0,98116,109
"8744",272,4,2,1390,10660,1,0,0,4,7,1030,360,0,98198,NA
"8745",280,3,NA,2140,7200,2,0,0,4,7,2140,0,0,98031,42
"8746",233,3,1,1250,6180,2,0,0,3,7,1250,0,0,98155,66
"8747",275,3,1,1080,6000,1,0,0,4,7,1080,0,0,98133,69
"8748",375,3,3,2760,6420,2,0,2,3,9,2110,650,0,98031,30
"8749",445,3,3,2180,3703,2,0,0,3,8,2180,0,0,98011,17
"8750",437.5,3,2,1260,1125,NA,0,0,3,8,1260,0,0,98107,19
"8751",426.25,4,1,1610,6000,2,0,0,4,7,1510,100,0,98118,116
"8752",358,3,2,2450,12497,1,0,0,4,7,2450,0,0,98065,54
"8753",1175,4,4,4150,49503,2,0,0,3,11,4150,0,0,98053,NA
"8754",305,2,1,960,8276,1,0,0,3,5,960,0,0,98027,82
"8755",415,2,2,1340,4664,1,0,0,3,8,1340,NA,0,98053,17
"8756",520,11,3,3000,4960,2,0,0,3,7,2400,600,1999,98106,103
"8757",733,4,4,3080,5974,2,0,0,3,9,3080,0,0,98075,18
"8758",411.5,3,1,1130,8159,1,NA,0,4,7,1130,0,0,98133,67
"8759",540,3,2,2280,16671,2,0,0,4,6,1760,520,0,98034,112
"8760",270.5,3,2,1952,8613,1,0,0,4,7,1652,300,0,98032,61
"8761",422.25,2,2,1280,1256,2,NA,0,3,8,1200,80,0,98107,23
"8762",655,5,3,3690,12353,2,0,0,5,NA,3690,0,0,98155,44
"8763",1200,5,3,4610,10576,2,0,3,3,11,3310,1300,0,98027,15
"8764",550,3,2,2920,169448,2,0,0,3,9,2920,0,0,98022,31
"8765",460,2,2,1230,929,2,0,0,3,8,1020,210,0,98122,17
"8766",159.075,4,2,1580,6200,1,0,0,3,6,790,790,0,98178,77
"8767",470,2,1,1220,4000,2,0,0,4,6,1220,0,NA,98103,113
"8768",235,2,1,1020,7920,1,0,0,3,6,1020,0,0,98108,82
"8769",309.95,2,2,1510,9843,1,0,0,4,7,1510,0,0,98188,60
"8770",433,4,2,1830,9600,1,0,0,4,7,1010,820,0,98006,55
"8771",895,3,2,2750,10000,1,0,3,3,8,1650,1100,0,98006,54
